1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,y_pred,y_true
6.154825738574518e-43,3.434218757067375e-08,1.519607510111145e-36,7.477417337437479e-21,2.108061715319627e-22,1.2903480954555802e-31,2.2665731166965316e-16,3.7242622442328573e-13,0.9999999620736169,2.099901305154055e-16,5.90351685672431e-23,6.978956397864231e-18,3.0813054038255845e-15,1.9124528593851586e-09,1.2421231555730496e-22,1.6711764674798729e-09,1.2367432559965423e-13,3.2751837263923246e-16,1.35185932662378e-23,1.1438408720880092e-15,1.2683290912343403e-15,1.2752896683254336e-26,9,9
1.4179183195519952e-25,1.9661059401352207e-32,3.1143711856488925e-17,2.9866144269948447e-30,0.9999938256913382,1.1127294295449019e-38,8.09893637698607e-24,2.969542266961267e-37,7.702401333704283e-25,2.493496804927973e-22,5.681025787316299e-06,2.169537163634698e-22,1.4268354634192394e-17,3.884136283245895e-18,6.574364806331922e-34,9.98710902957698e-28,8.637247205316184e-19,2.5892229958637575e-13,2.376605032591774e-24,2.6118193243534623e-15,4.932826048638839e-07,1.7086675387076234e-32,5,5
4.745287175446996e-30,9.187481259459551e-23,4.061606048041552e-16,0.0007327517768177519,4.0953494814071713e-16,1.8595487188153436e-16,6.732746695514873e-21,4.4883207928622455e-14,1.4209351397798715e-14,0.4986858120942525,1.2806781862113866e-12,0.43682564757154085,5.014421509639323e-08,0.05913702695105345,4.608360027127608e-06,8.6538533739769e-05,0.004527485735412638,2.7377187191386818e-17,1.273486382413796e-12,5.16646645113983e-17,5.942316945584531e-13,7.882978654539025e-08,10,14
1.4556401667973758e-21,7.390388791222749e-29,1.2800390790837064e-26,0.1036074625650306,3.7576015364059843e-35,1.5635229943770054e-15,5.72919671583411e-40,1.758816623635128e-08,8.742713571283988e-30,3.1352589957609785e-06,3.408668193498587e-31,5.365050345128386e-12,8.534707588664393e-24,2.0574721868974027e-12,0.6567664080575055,7.329826476520252e-11,3.6100851512682125e-18,1.1691430115987598e-39,1.0368949613322267e-16,8.739321180664998e-38,1.4361550051523568e-31,0.23962297644963082,15,15
0.9999999808072746,1.6865648822596886e-30,1.904298542434235e-08,5.16551605081926e-19,5.741788544838979e-28,8.584330636651104e-28,3.178221200595007e-27,8.022853292924776e-24,4.4373182653999956e-35,1.7476999381768865e-19,1.504265692157288e-17,1.831874722691535e-25,2.761133074964885e-20,9.151848269492467e-26,1.69680320124306e-19,4.526218498141652e-25,7.713125166817073e-31,8.8239295648324e-28,1.497749408075606e-10,3.1244549560031347e-26,6.51588023278602e-22,1.4681344558645752e-16,1,1
8.619914960304609e-11,1.6860426309179449e-21,0.9995159490442107,7.803342030616129e-17,2.3699787701548906e-14,1.809721636487734e-18,8.928642683282397e-17,5.573603866452562e-17,5.1239475764843474e-21,4.5199732748177976e-14,7.306995222666381e-05,5.848571146811211e-15,1.9310458441681885e-08,3.834608173050133e-17,4.070713727605507e-15,7.183726704135694e-16,4.02948181379769e-18,2.334834234990986e-13,0.0004109614059521829,3.398990905249435e-13,2.002514758200829e-10,4.4221314450452745e-14,3,11
1.2315728459045508e-23,3.578969294507446e-19,6.072634854320976e-22,5.006793111586886e-17,1.3732203052336825e-12,1.3515122090543267e-08,1.0635803037543888e-09,1.1997341743866352e-18,4.854651304436566e-12,8.25389457790446e-14,8.958531284293256e-14,0.003448090370961662,9.413040211498814e-11,2.67341604001713e-09,3.1514112044729545e-16,7.493694696374382e-12,0.9965518702938321,6.372573693195441e-10,2.503966647641688e-14,4.305665916422423e-09,1.7031960376465392e-08,1.9261526906202833e-13,17,17
2.5687877852495066e-06,1.636497220028809e-29,0.9664942221904612,2.769638144074538e-14,2.3023342433746724e-09,4.0041215474126016e-25,9.544419664485516e-16,1.670107788004107e-24,8.838384389671178e-25,2.5975696592648723e-10,0.03349343646678738,2.1677697380510052e-14,2.50928416203194e-07,9.321203844263052e-13,7.332689640951464e-16,7.478499044925792e-16,2.869237027327854e-16,2.2634005828610244e-11,8.185594526243608e-06,2.2498287011698072e-11,1.333423778060064e-06,6.070923858263014e-15,3,11
3.2352688601816294e-31,1.0833812229941409e-23,1.4541157881561408e-19,9.86854655819508e-15,8.417620117809995e-09,4.24865410648009e-27,0.01373292361671673,1.4549919766462792e-22,5.925765152741706e-09,5.611882547300114e-09,6.74108151711758e-08,5.86718038122284e-10,0.06532890041149778,0.0004223382156289546,2.5961967833549752e-17,1.106391887582031e-05,2.796936997423118e-07,0.18240491676497284,1.024764536100902e-08,0.6734546253205779,0.06464485385752329,5.1712528972394716e-20,20,21
3.252573315812162e-24,4.290625121663436e-18,1.7529698817625723e-24,3.440175799559327e-14,4.059393954380199e-11,1.775679149718702e-13,1.1400519608189973e-06,7.91944787889473e-18,5.279879744906932e-09,2.2493211003908905e-10,5.382460836286139e-13,0.0003146597748994448,4.4604309375259514e-08,8.587584259457136e-05,1.905941026763626e-14,1.7737733114158934e-07,0.9995648694984316,4.426777754752718e-07,5.822288827286073e-14,6.668304145667187e-06,2.611632196475485e-05,3.785452283089136e-13,17,17
2.1776604120391897e-23,1.1161239141770264e-20,1.8980523340367406e-09,5.800859904529505e-06,6.273875782429421e-05,5.64651038282815e-21,4.7427176787029563e-20,1.155360608781774e-16,7.413979469200824e-14,0.4448593589358898,0.001067127621409997,0.002737605800358235,3.0974592423524925e-06,0.5505480180670439,3.841190953610807e-09,1.8243695534669387e-07,0.0007046409857526336,3.830769531836557e-12,3.6467159776756305e-12,6.583805747724923e-13,1.1422944141065833e-05,3.839941459221996e-10,14,10
1.3519808087103022e-27,8.38262741424895e-26,4.676772227813224e-21,8.045655446905476e-23,0.6838949137227752,4.273944542873938e-26,6.197657220501815e-09,2.134093640586529e-30,7.07737792626269e-14,1.5569702427478257e-15,3.3236389426275064e-06,1.2023275223560745e-10,6.242750174836495e-09,1.1231064259461204e-08,1.2438484271237792e-25,8.718547302065439e-16,9.877007299751754e-06,0.000619066941550134,1.0471954057183658e-17,0.00011317161859889512,0.31535962327908695,2.3484045662861488e-24,5,21
1.0037325842125602e-32,1.3883758873746808e-41,2.826166326471124e-38,2.383299180702848e-27,6.642588377597697e-49,0.9999999999859028,7.958755776769698e-49,1.6403402413833984e-21,1.2856715666281384e-44,2.2238446474613706e-31,1.9613577464017162e-44,2.7314671475409864e-15,7.585159567664078e-40,5.138268579465542e-36,7.834265821955025e-19,1.6459392979700984e-31,4.722684403954805e-21,3.9250787631400406e-50,1.092444028284765e-27,1.6570147890239713e-48,2.1433613674519042e-44,1.400023121381457e-11,6,6
2.4371253254984578e-23,1.6533636829011387e-24,0.13405713915290282,1.4651998998272253e-18,6.164802065590683e-09,1.8021874240034072e-23,8.969191410057155e-17,3.0820872006668857e-22,1.5027086005265134e-18,1.3597816656410316e-12,0.8659407220903246,3.0181509514562197e-12,1.7439280140641e-06,7.837041392815672e-13,1.620700009290459e-18,2.66234636004615e-15,4.575554742609897e-13,8.720651122595417e-10,9.741074708061092e-09,1.30221551812514e-10,3.779149793754047e-07,2.129838612869499e-19,11,11
7.994340297656228e-22,2.454000929677804e-18,5.9029656018395586e-18,3.918334395244326e-14,9.943083043637364e-09,4.8860638856792146e-29,0.18440100695109526,8.078886320800558e-22,6.869435911332845e-08,4.43101521621509e-09,1.2827128552238473e-07,4.173571117393259e-12,0.01795006652916822,0.0003519766317997823,1.241663794238447e-17,1.416494625650096e-06,3.653612446085482e-09,0.06404615836379857,7.004524604093748e-08,0.46071060166161454,0.2725384883250652,1.7165791361127659e-19,20,7
1.0070218906158544e-22,8.790260352746607e-37,5.3477959216391194e-33,0.005004723357569729,2.078716759746401e-42,4.0786498482327995e-15,8.647740227394456e-41,2.6245971357710636e-12,9.80880385662827e-37,2.577846381356957e-09,2.2731880690102397e-38,3.3653520350773424e-14,1.7548421813351276e-27,1.1177683173000174e-15,0.1642259466718586,9.296727417109497e-13,4.4426420195364985e-21,3.856367374384998e-43,5.474463898862024e-17,5.995091420961027e-41,7.343254451977177e-36,0.8307693273890441,22,22
7.247531403327702e-37,2.722518061046234e-05,2.2002939460974354e-28,6.7039356454705414e-18,2.5259636987313372e-24,3.990670654077988e-31,4.965665802848112e-13,6.276309190773846e-10,0.9999726152300659,7.960720054626497e-15,4.3396142842136626e-21,1.6425988556286048e-19,3.1398400251371327e-12,3.7651215272280513e-10,2.785682221013128e-19,1.5858152112950752e-07,4.345994014255924e-17,2.7249766315916193e-15,2.0471482041688014e-17,3.9508577077125534e-14,5.45976053985348e-16,1.0265621351646099e-24,9,9
9.97029312873665e-25,2.773844596293047e-29,5.435925021278555e-19,0.0006297927158820027,6.0407352853223915e-37,7.50720890248548e-12,2.1201680905384675e-29,3.626501079856126e-08,4.20385225258596e-27,8.635075564104621e-08,1.3703172311710275e-26,2.02518804705465e-11,3.637301216649007e-16,4.2863094846417287e-14,0.9139996627232917,9.055666081591581e-08,1.9789723056004813e-18,4.840610775224494e-31,3.2451074883514415e-07,3.448144744829323e-29,3.9442836000098996e-28,0.08537000684981383,15,22
1.839805825112523e-37,1.2598970994696305e-21,7.197261177035256e-24,1.4517938798277664e-14,2.2865491165731034e-19,2.3462823755812065e-35,0.3210726657872424,4.707908957720261e-22,6.947776496722978e-07,2.290667149912769e-09,4.690932671370218e-14,4.356527321702282e-15,0.5768007897262679,0.00032041730125648024,1.9110868657809904e-17,0.058093884228682405,7.39286254782122e-13,0.001983901419667269,4.119793158058935e-08,0.041725862725495895,1.7405443567608504e-06,2.0609976177879056e-23,13,13
3.6210749330597725e-27,8.239037044235796e-29,9.682397475237281e-18,7.295693585303574e-08,1.6171823982373165e-29,0.005095015047317287,5.4980434197642515e-28,5.958437932622718e-13,3.1376209612504363e-25,2.0385293912657157e-08,1.3299597420754601e-21,0.992692142780508,1.0361183758338385e-15,1.0367127976125551e-12,5.452944502518588e-05,5.903114528168019e-11,1.0163004535019657e-05,1.3258356471065179e-27,5.709336402748513e-12,3.83629453100461e-26,9.011291872191349e-24,0.002148056313957126,12,15
1.3896785329107828e-28,1.9940505312411695e-10,1.4412932774208787e-10,0.011880487398213782,9.192664892802667e-21,1.7515397250334777e-29,5.4297787521517514e-21,9.321746102723199e-05,1.4674924831935185e-06,0.9088811412536852,5.472546909915677e-11,1.1685642493357837e-12,1.5285391877398157e-05,0.005671504928413398,4.3295895263495897e-05,0.07341354648801063,5.98248797994477e-16,5.8253198304854845e-18,5.3274706555882773e-08,2.369577461490688e-17,6.079406899790049e-15,1.6785845530830573e-11,10,10
1.810277559835446e-39,4.447559136818647e-34,7.227310708905209e-29,2.249232661281687e-30,6.572404333623582e-19,5.959535837963908e-38,0.9335880141894771,5.300698437778839e-37,7.510209874544182e-17,5.521892696510425e-23,3.109983996765917e-16,1.6155431267491386e-21,1.313268648265838e-07,2.073686249650374e-15,6.190992017488343e-32,1.1119884874115742e-14,8.974717252827796e-17,0.004445456124749607,5.275818896418554e-14,0.06196602771249258,3.70646305355355e-07,2.171519818763176e-34,7,18
9.785848998380812e-25,5.063762683650969e-11,3.1593634136889953e-12,0.0014160905555791734,1.9282504158158413e-18,3.539688353915358e-26,5.143167636643459e-15,5.2783430625454285e-08,7.014920578399897e-06,0.4411535414410319,7.69428580072166e-11,1.1421669991506454e-09,7.99192760168453e-05,0.22733998369423544,2.3752130941703887e-06,0.3300009927615294,6.52035214467223e-11,8.397972375388664e-14,2.7983471675481678e-08,6.852067813495719e-13,2.0905824168700757e-11,1.1286028528302887e-11,10,14
2.4629047044863067e-32,1.9591725898252682e-34,4.843340813907925e-29,1.1762375691394797e-19,6.000624096877299e-38,0.9999999219026025,2.5662810963479574e-34,2.2771777330403463e-16,1.0915435931144409e-32,4.017234831946731e-21,3.3142102265248496e-32,6.618657173819696e-08,8.250326007202505e-26,3.435841726061695e-24,4.2857516356967475e-13,1.5008707355601173e-20,1.4862766825549545e-12,4.845859080260973e-35,3.871265963684812e-18,1.0385331071740956e-33,2.101789048961529e-31,1.1908934623492012e-08,6,6
3.96465052102775e-21,1.951726855850439e-32,1.340107598996872e-14,0.034368129699584506,8.523977400822022e-32,1.1846557961790196e-14,1.4437221068516754e-31,4.902299683769393e-10,1.5265051020013324e-29,8.640770318532006e-05,4.417114676565277e-22,2.7260644439371723e-10,4.68898010438437e-15,3.732634233706e-12,0.9095709670499087,2.305210650101164e-08,1.1688124420507436e-17,7.991137865307278e-31,9.330343477969189e-07,3.516781731223293e-29,1.6868357466294412e-25,0.05597353869436165,15,15
2.582456861087495e-32,1.2574009328213416e-24,7.935727303910195e-25,7.735412904294655e-06,4.6587032545049816e-20,3.024121547203745e-29,2.580135984451147e-10,6.908914757686787e-19,4.054401809157442e-12,0.004334187718136334,7.282614699158083e-17,2.366501105096389e-09,1.1163742670227396e-05,0.8897776063474763,1.0198850018934664e-09,0.10586929873159608,3.822639147063501e-09,1.1485652458688301e-11,1.0900952674577289e-11,4.056420112400829e-10,1.4812298124385017e-10,1.5329289459566544e-14,14,16
2.6322483141438545e-30,1.5039399079145221e-07,1.2120147378144843e-20,1.2251795046073301e-12,8.477005852453749e-13,4.4621620116604e-30,4.481882946301094e-09,1.57931810639194e-11,0.9987043207523935,3.940753205315484e-08,7.621173770013534e-11,9.398174950062254e-15,1.2491465581551564e-05,0.0011072462904873704,2.521354494916874e-15,0.00017494385129538336,2.119795770677029e-12,8.002435005469698e-08,8.396433571616124e-13,1.6804068514557596e-07,5.551947052936102e-07,2.2026560090528457e-20,9,9
4.0247196350773005e-30,1.9434912617167283e-24,5.119027620064479e-21,1.1500207907955844e-17,1.4597018771228322e-19,1.1304209493549463e-05,8.449159966872639e-19,2.0072577745822766e-20,5.8516269003243674e-18,6.880174060682736e-14,1.0886408820583822e-16,0.37628650973314787,9.233105152977815e-14,3.8669365190463555e-12,2.27062158912688e-15,3.4194060067169315e-14,0.6237021860515373,1.3862697792978051e-17,4.760386792632685e-17,8.079928798606423e-17,6.705217893462165e-15,1.7916389990562688e-12,17,12
1.310815067639589e-31,7.395743617830793e-39,3.1484373460064596e-32,3.5174471129012724e-18,7.342915876248334e-45,0.9999981450078091,7.684527438122211e-42,2.6476616499421007e-16,5.509211672684899e-39,5.752640977389217e-22,5.807753407369008e-38,1.1066688804711845e-10,3.601715827243407e-31,8.586307443028487e-28,2.8378034018744865e-11,1.1706864553113856e-22,3.5257833305059585e-17,1.6227170045645885e-43,3.258644032060579e-21,1.9054276979686979e-41,6.016743918583602e-39,1.8548531658451604e-06,6,6
4.643116269822853e-37,0.9999999909971393,1.6231937293131673e-34,3.318823839427126e-29,5.605619489287616e-39,6.043614761205305e-38,1.2294897468455017e-34,7.332146972942499e-09,1.6706281040135213e-09,5.158330537259929e-28,3.7074543596122325e-33,2.7046727463354325e-33,2.0137733671237012e-29,1.778033615566308e-26,1.7909945017270304e-28,3.5024780855445387e-22,6.832116175373767e-34,1.6178124461714156e-35,1.5411634730762903e-28,7.773060279404902e-35,5.318631566622876e-33,9.569363524681828e-32,2,2
5.798930367955471e-24,3.5722801456547576e-20,8.744363911018007e-21,2.0211833855395085e-12,1.2119662175334902e-20,0.0012141731224043029,1.0021857579520475e-17,1.2377877195893516e-13,5.528267056326404e-16,7.165892593842521e-11,5.757201473281386e-18,0.7634248277303193,3.572660791674072e-13,4.994669072377155e-10,3.2812012697177347e-10,1.339349375453418e-10,0.23536094023452553,4.995001064237246e-18,9.4196411262556e-14,8.674991919522553e-17,3.5449960618975506e-15,5.787698965503547e-08,12,12
2.1765418011396624e-27,2.5875074925538757e-19,9.573574587091329e-27,1.0622697310037313e-17,1.8098004315765758e-13,1.9707252359613764e-09,1.0434465501908311e-12,4.65424050448438e-19,1.4598720641273192e-12,5.782628739845827e-14,4.464513572520685e-16,0.0013068750192158894,8.934617045310629e-13,4.129175656160696e-09,8.795282061990382e-17,3.3594224654675157e-12,0.9986931176491689,6.15467680505194e-12,3.863453175474248e-18,2.6839616882500978e-11,1.191697845428393e-09,3.635930511898508e-14,17,17
1.8971072711513355e-11,5.064548730039854e-20,0.8858404401472952,1.153915496850638e-15,3.4929623367760235e-07,1.4542791261788082e-19,1.4314454794044e-16,1.224063582458258e-18,3.931525225377486e-18,1.4021396179968101e-11,0.11415844375540528,1.4408223747223895e-11,8.818914340070138e-08,9.19159280617435e-13,5.219211471590444e-16,1.943902642025552e-15,6.532787286880611e-13,3.671732148738072e-11,1.6395818628443335e-07,1.4637160652241816e-11,5.145534232474513e-07,2.6528771566345856e-15,3,11
7.758308335456876e-32,1.6295496343678273e-20,1.4540711048935942e-24,2.402035691240858e-10,5.661211384940272e-23,3.722404010525257e-22,0.0014111733087569349,1.0810388563436296e-15,1.8205649888576388e-08,2.1866167476226823e-07,4.6444440980804305e-18,1.7611517192056476e-09,0.0017301211759152913,0.00029793643392704133,7.493626376369688e-11,0.9965492551112122,8.073748095242981e-09,5.2684654395686585e-08,6.124853145155635e-07,1.0600309566863414e-05,1.4732401483296994e-09,1.0690478257248624e-14,16,16
2.943177864513374e-19,1.1897373226348168e-16,1.560464038148508e-13,0.4104933374771027,3.4192171729225195e-32,1.9636246434128606e-20,5.513244599723757e-25,0.0009764797232054571,9.40445513374477e-18,0.002278258832818963,1.7257675556538085e-20,1.6177668442435921e-13,3.5109971038559297e-12,7.723360587259011e-09,0.5859808843481757,0.00014319484226312497,6.720943800960154e-20,5.443558813689345e-26,5.647825596670874e-06,8.407159752057864e-25,7.280857426139122e-23,0.00012218922367713362,15,4
2.519944499848971e-15,1.7014352419300482e-19,9.49856911582454e-08,2.584083582329848e-15,2.2871589584325943e-05,1.257745004551573e-26,0.00022568165724483807,1.514647496221174e-21,1.297150583564688e-11,3.811982362717162e-10,0.06798224978542255,4.417005508011814e-13,0.02325872348282664,2.3301667360948585e-07,6.14028980196172e-18,4.836426929476681e-10,2.0711484753302097e-11,0.024999158191865777,1.0767069493239492e-05,0.04332518028676883,0.8401750390354225,5.080855418977136e-19,21,20
2.931994391045029e-17,5.62571338472622e-23,1.8003920628888418e-06,3.2335829747383337e-21,0.008353523459348838,4.021039986971606e-25,5.230985749704134e-10,1.6975698243314066e-24,3.50485833977349e-16,2.505746345542108e-15,0.9600316226394646,4.4110534414622514e-15,3.97750962497729e-06,5.541855995583288e-13,6.998668617355325e-22,3.6107211283619574e-16,2.1976129254558123e-13,0.0001412239142630917,5.137602494056115e-09,3.235829825485717e-05,0.03143548812548968,2.8731851235114762e-21,11,11
