1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,y_pred,y_true
6.154825738574518e-43,3.434218757067375e-08,1.519607510111145e-36,7.477417337437479e-21,2.108061715319627e-22,1.2903480954552868e-31,2.2665731166960163e-16,3.7242622442328573e-13,0.9999999620736169,2.0999013051535774e-16,5.903516856722967e-23,6.978956397862646e-18,3.0813054038255845e-15,1.9124528593851586e-09,1.2421231555730496e-22,1.6711764674798729e-09,1.2367432559965423e-13,3.2751837263923246e-16,1.35185932662378e-23,0.0,0.0,0.0,9,9
1.4179190189868226e-25,1.9661069099816147e-32,3.1143727219148705e-17,2.986615900240601e-30,0.9999943189711693,1.112729978435276e-38,8.098940372053626e-24,2.9695437317856193e-37,7.70240513316697e-25,2.49349803492725e-22,5.681028589669688e-06,2.169538233830231e-22,1.4268361672527414e-17,3.884138199223815e-18,6.574368049353506e-34,9.987113956046853e-28,8.637251465922332e-19,2.5892242730831253e-13,2.3766062049303418e-24,0.0,0.0,0.0,5,5
4.745287549520149e-30,9.187481983711847e-23,4.0616063682193487e-16,0.0007327518345808255,4.0953498042449745e-16,1.8595488654042062e-16,6.732747226260368e-21,4.488321146678112e-14,1.4209352517926755e-14,0.49868585140582594,1.2806782871678326e-12,0.43682568200665634,5.014421904927889e-08,0.059137031612845545,4.6083603904062085e-06,8.653854056163128e-05,0.00452748609231589,2.7377189349539867e-17,1.273486482803164e-12,0.0,0.0,0.0,10,14
1.9143663231705863e-21,9.719374155620965e-29,1.6834268256910783e-26,0.13625801326986767,4.941761021211906e-35,2.056247027397491e-15,7.534678900583373e-40,2.3130849159841654e-08,1.1497866585267331e-29,4.123295284648849e-06,4.482865851972101e-31,7.0557765147571994e-12,1.1224310209709863e-23,2.7058579141316032e-12,0.8637378401978865,9.639726411374665e-11,4.74775675678924e-18,1.5375832980064058e-39,1.3636589865522665e-16,0.0,0.0,0.0,15,15
0.9999999808072746,1.6865648822598803e-30,1.9042985424340186e-08,5.165516050819848e-19,5.741788544839632e-28,8.584330636650128e-28,3.1782212005946458e-27,8.022853292925688e-24,4.4373182654004997e-35,1.7476999381766878e-19,1.504265692157117e-17,1.8318747226913264e-25,2.761133074965199e-20,9.151848269493508e-26,1.6968032012432527e-19,4.526218498142167e-25,7.713125166817949e-31,8.823929564833403e-28,1.4977494080757765e-10,0.0,0.0,0.0,1,1
8.619914962034258e-11,1.6860426312562616e-21,0.9995159492447708,7.803342032181927e-17,2.369978770630444e-14,1.8097216368508676e-18,8.928642685075009e-17,5.573603867570946e-17,5.123947577512504e-21,4.519973275724763e-14,7.306995224133414e-05,5.84857114798477e-15,1.931045844555667e-08,3.834608173819575e-17,4.070713728422325e-15,7.183726705577162e-16,4.0294818146062345e-18,2.3348342354594875e-13,0.00041096140603464525,0.0,0.0,0.0,3,11
1.2315728721835679e-23,3.5789693708746666e-19,6.072634983897456e-22,5.0067932184206816e-17,1.3732203345351404e-12,1.3515122378925823e-08,1.0635803264489407e-09,1.1997341999862861e-18,4.854651408023994e-12,8.253894754024157e-14,8.958531475449348e-14,0.003448090444536218,9.413040412352093e-11,2.673416097061864e-09,3.151411271717039e-16,7.493694856273108e-12,0.9965518915580258,6.372573829171947e-10,2.5039667010707502e-14,0.0,0.0,0.0,17,17
2.5687912105947835e-06,1.6364994022131583e-29,0.9664955109603776,2.7696418372433507e-14,2.3023373134179714e-09,4.004126886700549e-25,9.544432391475186e-16,1.6701100150064093e-24,8.838396175199348e-25,2.5975731229892854e-10,0.03349348112855152,2.1677726286595156e-14,2.509287508032222e-07,9.321216273604917e-13,7.332699418712778e-16,7.478509017116382e-16,2.869240853306612e-16,2.2634036009883064e-11,8.185605441309348e-06,0.0,0.0,0.0,3,11
1.2353044774516394e-30,4.1366134729110645e-23,5.552168371383999e-19,3.768051520946534e-14,3.2140524544949e-08,1.6222396554033232e-26,0.052435648366117804,5.5555138725208e-22,2.262601515318196e-08,2.1427534888780014e-08,2.5739091682461547e-07,2.240232422146856e-09,0.24944165901805407,0.0016125902090749088,9.91291187664662e-17,4.2244737968068745e-05,1.0679386923882896e-06,0.6964664147767757,3.9128006805222005e-08,0.0,0.0,0.0,18,21
3.252679953709326e-24,4.290765792817033e-18,1.7530273541094903e-24,3.440288588135484e-14,4.059527044457815e-11,1.7757373666048959e-13,1.1400893382221723e-06,7.919707523547288e-18,5.280052849467109e-09,2.2493948459605985e-10,5.382637304039948e-13,0.00031467009124083343,4.460577175882304e-08,8.58786580942949e-05,1.9060035143768104e-14,1.7738314658178418e-07,0.9995976409336653,4.426922889765873e-07,5.822479715108402e-14,0.0,0.0,0.0,17,17
2.1776852884545935e-23,1.1161366641732965e-20,1.898074016360604e-09,5.800926170417375e-06,6.27394745179499e-05,5.646574885509235e-21,4.742771856944943e-20,1.1553738069968336e-16,7.414064162494622e-14,0.44486444076868514,0.001067139811698861,0.0027376370732867627,3.0974946260525327e-06,0.5505543072299387,3.841234833299889e-09,1.8243903940785467e-07,0.0007046490351903581,3.83081329247695e-12,3.646757635787712e-12,0.0,0.0,0.0,14,10
1.9750578189338674e-27,1.224586452045517e-25,6.832120320351767e-21,1.1753594870933933e-22,0.9990763093492253,6.243644534529539e-26,9.053923897116755e-09,3.1176169839261625e-30,1.0339074727066108e-13,2.2745191588332505e-15,4.8553788919624275e-06,1.756434972042258e-10,9.11979849493823e-09,1.6407038574576864e-08,1.817091297252149e-25,1.2736597226639246e-15,1.442894778488059e-05,0.000904371567610071,1.5298083084394313e-17,0.0,0.0,0.0,5,21
1.0037325842269382e-32,1.3883758873945688e-41,2.8261663265116074e-38,2.3832991807369876e-27,6.6425883776928484e-49,1.0,7.958755776881894e-49,1.6403402414068955e-21,1.285671566646555e-44,2.2238446474927207e-31,1.9613577464293658e-44,2.7314671475794926e-15,7.585159567772732e-40,5.138268579539145e-36,7.834265822067247e-19,1.6459392979936757e-31,4.722684404022455e-21,3.9250787631962653e-50,1.0924440283004137e-27,0.0,0.0,0.0,6,6
