1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,y_true
9.013536097764713e-10,0.5487329962146319,8.493574003902961e-08,0.00030777906809026264,8.41612849376508e-06,3.6415867842482883e-10,0.45095072238756473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6.753832089354691e-18,1.2953096033358916e-11,2.716018478470284e-14,4.417237241195921e-09,0.9999996818319739,8.599245327843239e-19,3.137377649593479e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
3.2690797858828685e-11,0.00013315493628060805,5.972103251144621e-09,0.22466321122437238,0.7547380195913284,2.777461150898621e-06,0.02046283078207984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
3.08342196595566e-16,2.3505299417882128e-11,2.876746568504094e-17,0.9999966728390389,4.66498254698227e-11,3.327089607857184e-06,1.2158877749071053e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
0.2478601969246913,2.0931859384696665e-05,0.15772196147313808,0.0002100224681927895,0.5544247762653213,0.00805927316036932,0.03170283784889484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.4120748214167429,9.05640658264524e-13,0.5878921076691448,1.9304465252651663e-10,3.493100780205969e-07,7.302756818999249e-06,2.5418653276927995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.6532672008098857,1.2348657076122774e-09,0.34330185032164706,8.420298840483515e-08,0.0005534367389802538,0.0022606987172653055,0.0006167279743905401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
0.027557234957178062,2.886330759456119e-10,0.9712249951610367,1.023815797201149e-08,3.59277230602213e-05,9.25277877080396e-06,0.001172578853170382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6.650202824413943e-07,4.026127497789474e-09,4.235737011112701e-05,4.433384773539718e-07,0.9991358736537613,2.9161694448591966e-08,0.0008206274295438869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
4.761375158830132e-17,0.015232845945546407,3.339487708900878e-19,0.9847654530755481,2.626288156832452e-12,2.005983770899843e-12,1.700974366353432e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
1.1818000186242582e-08,0.0006850249574638628,5.509970765314258e-07,0.43269759575467787,0.5044235153431028,4.0151959117118974e-05,0.06215314917053578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.35196165852400474,1.0122949623316491e-13,0.6479611054372098,3.082583587588373e-11,3.933029728853828e-06,3.920171719549594e-06,6.938280644400147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
1.2453370687271293e-08,1.3894851415760243e-18,7.852113824430968e-12,1.1044412365893152e-08,6.00515305838205e-18,0.999999976494337,4.00256225955554e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
0.0032409440765657116,9.852263238798326e-14,0.9966314887090284,4.131758240046589e-13,3.85414091440991e-05,2.738788771768723e-08,8.899841686957714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3.397261584777285e-10,4.396627597714781e-06,1.4384700512693582e-07,0.0001726680578614073,0.8310497263913238,4.328267594522657e-09,0.16877306040821613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2.390788765050115e-26,1.3286563723431972e-11,1.9197651991428403e-33,0.9999999999868123,9.658647903105892e-29,1.0235682760457443e-14,1.3420310010399629e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
0.00156877230010832,0.004746618303754994,0.15746574813343972,1.7754293236340332e-09,5.093268166621184e-06,9.516998095394616e-07,0.8362128145193225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
